Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105a9c950>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:48Z,2026-08-10T16:55:48Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104de8d50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1049daa50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:22Z,2026-08-10T16:55:22Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104de9d50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104590150>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:15Z,2026-08-10T16:55:15Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10538b950>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:38Z,2026-08-10T16:55:38Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10508d150>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104de8750>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105c1b550>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:54Z,2026-08-10T16:55:54Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1049da350>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:22Z,2026-08-10T16:55:22Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105701c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:40Z,2026-08-10T16:55:40Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104a33550>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:16Z,2026-08-10T16:55:16Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105a4e950>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:48Z,2026-08-10T16:55:48Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104394f50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:14Z,2026-08-10T16:55:14Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105ebaa50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:56Z,2026-08-10T16:55:56Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1054eea50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:39Z,2026-08-10T16:55:39Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105498b50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:39Z,2026-08-10T16:55:39Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105a4fb50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:48Z,2026-08-10T16:55:48Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10508cc50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105691650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:40Z,2026-08-10T16:55:40Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105844250>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:46Z,2026-08-10T16:55:46Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1054b8d50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:39Z,2026-08-10T16:55:39Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104fbc450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:30Z,2026-08-10T16:55:30Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1050b1450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105d07c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:55Z,2026-08-10T16:55:55Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1049c6550>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:16Z,2026-08-10T16:55:16Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105d24f50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:55Z,2026-08-10T16:55:55Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10508c050>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x106055e50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:01Z,2026-08-10T16:56:01Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10552a350>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:39Z,2026-08-10T16:55:39Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1054bb150>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:39Z,2026-08-10T16:55:39Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104e2e950>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1050b2d50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105241e50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105c9f250>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:55Z,2026-08-10T16:55:55Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105b19d50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:48Z,2026-08-10T16:55:48Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1058fcc50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105278250>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:32Z,2026-08-10T16:55:32Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1060df550>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:02Z,2026-08-10T16:56:02Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105693350>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:40Z,2026-08-10T16:55:40Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105251b50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:32Z,2026-08-10T16:55:32Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1055f3350>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:46Z,2026-08-10T16:55:46Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105846750>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:46Z,2026-08-10T16:55:46Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104e15650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x103a18a50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:15Z,2026-08-10T16:55:15Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1049db850>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:22Z,2026-08-10T16:55:22Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105241c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105a9fd50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:48Z,2026-08-10T16:55:48Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105703650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:40Z,2026-08-10T16:55:40Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10612e450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:03Z,2026-08-10T16:56:03Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105eb9c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:56Z,2026-08-10T16:55:56Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105978750>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105eeb050>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:56Z,2026-08-10T16:55:56Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104c4ab50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:23Z,2026-08-10T16:55:23Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1053ef350>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:38Z,2026-08-10T16:55:38Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104c4b750>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:23Z,2026-08-10T16:55:23Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105430a50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:38Z,2026-08-10T16:55:38Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104e2d650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104945b50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:16Z,2026-08-10T16:55:16Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105979450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104e2eb50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104e16750>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10612c550>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:02Z,2026-08-10T16:56:02Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10612e950>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:03Z,2026-08-10T16:56:03Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1050b3a50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105b45c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:48Z,2026-08-10T16:55:48Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104bdd450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:23Z,2026-08-10T16:55:23Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1054ec650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:39Z,2026-08-10T16:55:39Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1053ed850>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:38Z,2026-08-10T16:55:38Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10619b450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:03Z,2026-08-10T16:56:03Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105877e50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104b68750>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:22Z,2026-08-10T16:55:22Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x103f91350>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:15Z,2026-08-10T16:55:15Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x106094950>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:02Z,2026-08-10T16:56:02Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1049d8c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:22Z,2026-08-10T16:55:22Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1058fda50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1049c5050>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:16Z,2026-08-10T16:55:16Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105dbaf50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:55Z,2026-08-10T16:55:55Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105253450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:32Z,2026-08-10T16:55:32Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x103bc6c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:14Z,2026-08-10T16:55:14Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105b1bb50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:48Z,2026-08-10T16:55:48Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1061e4c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:03Z,2026-08-10T16:56:03Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1049da850>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:22Z,2026-08-10T16:55:22Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104f4fa50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:30Z,2026-08-10T16:55:30Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105671050>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:40Z,2026-08-10T16:55:40Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x106095650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:02Z,2026-08-10T16:56:02Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10593a650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104deb550>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1050b2550>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10508f750>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1058ff050>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105062150>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104e17750>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x106056350>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:01Z,2026-08-10T16:56:01Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104c68d50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:23Z,2026-08-10T16:55:23Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105690450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:40Z,2026-08-10T16:55:40Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104593c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:15Z,2026-08-10T16:55:15Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1050b1e50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:31Z,2026-08-10T16:55:31Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104de9650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10527a050>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:32Z,2026-08-10T16:55:32Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x106199450>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:56:03Z,2026-08-10T16:56:03Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1046cc650>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:15Z,2026-08-10T16:55:15Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105b1a950>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:48Z,2026-08-10T16:55:48Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x105240850>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104a32c50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:16Z,2026-08-10T16:55:16Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x10593a150>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:47Z,2026-08-10T16:55:47Z
GET,/api/v1/games/recent,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104bded50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:23Z,2026-08-10T16:55:23Z
GET,/api/v1/users/leaderboard,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x104e2c850>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:24Z,2026-08-10T16:55:24Z
GET,/api/v1/games/history,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=8000) at 0x1049d8a50>, 'Connection to localhost timed out. (connect timeout=None)')",1,2026-08-10T16:55:22Z,2026-08-10T16:55:22Z
